"categoria","texto","iteracao","seed_sorteio"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) CARLOS ALBERTO PEREIRA DA SILVA , processo 2024 - 5T9KJ , a partir da data da concessão do benefício de aposentadoria por invalidez, em 16/03/2024. Validade: permanente. 2) MARIA JOSEFA SANTOS LIMA , processo 2025 - 7GQW8 , a partir da data do diagnóstico, em 22/09/2021. Validade: permanente. 3) ANTONIO RIBEIRO DOS SANTOS , processo 2024 - H6YU5 , a partir da data da concessão do benefício de aposentadoria por idade, em 27/11/2024. Validade: permanente. 4) JOANA DA SILVA FERREIRA , processo 2024 - V8R9P , a partir da data do diagnóstico, em 05/06/2023. Validade: permanente. 5) LEONARDO COSTA DE ALMEIDA , processo 2024 - F1ZL3 , a partir da data da concessão do benefício de aposentadoria por idade, em 18/07/2024. Validade: permanente. DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011. 1) CARLOS ALBERTO PEREIRA DA SILVA , processo 2024 - 5T9KJ , a partir da data do requerimento, em 16/04/2024. Validade: permanente. 2) MARIA JOSEFA SANTOS LIMA , processo 2025 - 7GQW8 , a partir da data do requerimento, em 23/10/2024. Validade: permanente. 3) ANTONIO RIBEIRO DOS SANTOS , processo 2024 - H6YU5 , a partir da data do requerimento, em 28/12/2024. Validade: permanente. 4) JOANA DA SILVA FERREIRA , processo 2024 - V8R9P , a partir da data do requerimento, em 06/07/2024. Validade: permanente. 5) LEONARDO COSTA DE ALMEIDA , processo 2024 - F1ZL3 , a partir da data do requerimento, em 19/08/2024. Validade: permanente.","27","6538"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) MARIA APARECIDA SANTOS , processo 2025-4VXBM, a partir da data do diagnóstico, em 15/03/2025. Validade: permanente.
2) JOÃO CARLOS RIBEIRO DE SOUZA , processo 2025-8YQJW, a partir da data do diagnóstico, em 27/04/2025. Validade: permanente.
3) ANA LÚCIA FERREIRA VIEIRA , processo 2025-H9M28, a partir da data da reforma, em 10/06/2025. Validade: permanente.
4) RICARDO GONÇALVES DA SILVA , processo 2025-VK9V0, a partir da data do diagnóstico, em 03/07/2022. Validade: permanente.
5) LUIZ ALMEIDA DOS SANTOS , processo 2026-FFB7C, a partir de 12/09/2025, tendo em vista o vencimento do laudo médico expirado em 11/09/2025. Validade: permanente.
6) TEREZA MACHADO DE SOUZA , processo 2025-MW38S, a partir da data da reforma, em 04/03/2017. Validade: permanente.","28","6539"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) ANA CRISTINA SOUZA DA SILVA , processo 2024 - K5GH9 , a partir da data do diagnóstico, em 18/06/2023. Validade: permanente.
2) JOSÉ ALEXANDRE PEREIRA GARCIA , processo 2024 - B7FV4 , a partir da data da reforma, em 25/09/2021. Validade: permanente.
3) CLARA RIBEIRO SANTANA , processo 2024 - T8GH2 , a partir da data do diagnóstico, em 12/03/2020. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) ANA CRISTINA SOUZA DA SILVA , processo 2024 - K5GH9 , a partir da data do requerimento, em 27/11/2024. Validade: permanente.
2) JOSÉ ALEXANDRE PEREIRA GARCIA , processo 2024 - B7FV4 , a partir da data do requerimento, em 29/05/2023. Validade: permanente.
3) CLARA RIBEIRO SANTANA , processo 2024 - T8GH2 , a partir da data do requerimento, em 14/07/2023. Validade: permanente.","29","6540"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) JOÃO VICENTE DA SILVA CAMPOS , processo 2025 - K9X4Y , a partir da data da concessão do benefício de aposentadoria por invalidez, em 07/03/2023. Validade: permanente. 2) MARIA ALEXANDRINA DE OLIVEIRA SOUZA , processo 2024 - V8QW9 , a partir da data do diagnóstico de deficiência mental severa, em 15/06/2023. Validade: permanente. 3) CARLOS EDUARDO RIBEIRO GONÇALVES , processo 2024 - L5R6T , a partir da data do benefício de pensão por morte, em 28/10/2022. Validade: permanente. DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011. 1) JOÃO VICENTE DA SILVA CAMPOS , processo 2025 - K9X4Y , a partir da data do requerimento, em 04/07/2024. Validade: permanente. 2) MARIA ALEXANDRINA DE OLIVEIRA SOUZA , processo 2024 - V8QW9 , a partir da data do requerimento, em 16/09/2024. Validade: permanente. 3) CARLOS EDUARDO RIBEIRO GONÇALVES , processo 2024 - L5R6T , a partir da data do requerimento, em 29/11/2024. Validade: permanente.","30","6541"
"IsencaoIRRF","A SUPERINTENDÊNCIA DE ASSISTÊNCIA SOCIAL DO ESTADO DO ESPÍRITO SANTO, nos termos do artigo 105, inciso I, alínea a, da Lei Complementar nº 964/2023, resolve:

DEFERIR o requerimento de assistência social aos beneficiários abaixo relacionados, conforme especificado:

1. MARIA APARECIDA DA SILVA, PROCESSO Nº 2025-87LKM, a partir da data do protocolo no órgão gestor, em 16/10/2023. Validade: permanente.
2. JOÃO CARLOS RIBEIRO DOS SANTOS, PROCESSO Nº 2024-98ZMN, a partir de 25/07/2023, tendo em vista o vencimento dos laudos expirados em 24/07/2023. Validade: permanente.
3. ANA MARIA SOUZA DUARTE, PROCESSO Nº 2025-12LHG, a partir da data do diagnóstico, em 18/11/2024. Validade: permanente.
4. ROBERTO ALEXANDRE OLIVEIRA GONÇALVES, PROCESSO Nº 2025-67JTR, a partir de 23/03/2022, conforme reavaliação periódica da situação do beneficiário. Validade: permanente.
5. ELIZABETH MARIA PEREIRA DE SOUZA, PROCESSO Nº 2024-98HNM, a partir da data de nascimento da criança, em 13/05/2024. Validade: permanente.

ESTARÁ DISPONÍVEL NO SISTEMA A PUBLICAÇÃO DA RESOLUÇÃO EM QUESTÃO PARA EVENTUAL IMPUGNAÇÃO OU QUESTIONAMENTO DENTRO DO PRAZO LEGAL.

ESPÍRITO SANTO, 16 DE OUTUBRO DE 2023.

SUPERINTENDENTE DE ASSISTÊNCIA SOCIAL","31","6542"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) CARLOS ALBERTO DOS SANTOS , processo 2024 - R9D8J , a partir da data do diagnóstico, em 15/07/2024. Validade: permanente. 2) MARIA APARECIDA LOPES PEREIRA , processo 2024 - ZK3T6 , a partir da data da concessão do benefício, em 22/11/2024. Validade: permanente. 3) JOÃO CARLOS DE OLIVEIRA FERREIRA , processo 2025 - H7QV9 , a partir da data do diagnóstico, em 10/03/2025. Validade: permanente. 4) ANA CLARA MOREIRA DA SILVA , processo 2024 - X6S8D , a partir da data da concessão do benefício, em 17/09/2023. Validade: permanente. 5) RICARDO FERREIRA SOUZA , processo 2024 - N1G6T , a partir da data do diagnóstico, em 28/02/2024. Validade: permanente. DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011. 1) CARLOS ALBERTO DOS SANTOS , processo 2024 - R9D8J , a partir da data do requerimento, em 05/12/2024. Validade: permanente. 2) MARIA APARECIDA LOPES PEREIRA , processo 2024 - ZK3T6 , a partir da data do requerimento, em 18/12/2024. Validade: permanente. 3) JOÃO CARLOS DE OLIVEIRA FERREIRA , processo 2025 - H7QV9 , a partir da data do requerimento, em 03/01/2025. Validade: permanente. 4) ANA CLARA MOREIRA DA SILVA , processo 2024 - X6S8D , a partir da data do requerimento, em 19/12/2024. Validade: permanente. 5) RICARDO FERREIRA SOUZA , processo 2024 - N1G6T , a partir da data do requerimento, em 30/12/2024. Validade: permanente.","32","6543"
"IsencaoIRRF","A Diretoria de Benefícios Sociais do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) JOANA MARIA DA SILVA LIMA , processo 2024 - QW5GF , a partir da data do diagnóstico, em 14/10/2023. Validade: permanente. 2) ANTONIO DE SOUZA SANTOS FILHO , processo 2025 - 6RST7 , a partir da data da reforma, em 21/08/2024. Validade: permanente. 3) LUIZA RIBEIRO BARBOSA , processo 2024 - ZY5KJ , a partir da data do diagnóstico, em 07/12/2022. Validade: permanente. 4) PEDRO GONÇALVES DE OLIVEIRA JÚNIOR , processo 2023 - HG98P , a partir da data da aposentadoria, em 15/06/2023. Validade: permanente. 5) MARIA APARECIDA RODRIGUES REIS , processo 2024 - LK5D6 , a partir da data do diagnóstico, em 29/03/2021. Validade: permanente. 6) JOÃO CARLOS DA COSTA SANTOS , processo 2024 - VBN98 , a partir da data da reforma, em 17/05/2024. Validade: permanente. 7) ANGELICA CRISTINA DE ALMEIDA MARTINS , processo 2023 - YUTR7 , a partir da data do diagnóstico, em 19/08/2023. Validade: permanente.","33","6544"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) JOSÉ CARLOS DA SILVA , processo 2024 - 9CDWJ, a partir da data do diagnóstico, em 15/03/2023. Validade: permanente.
2) MARIA APARECIDA DOS SANTOS SOUZA , processo 2024 - FGH67, a partir da data da concessão do benefício de aposentadoria por incapacidade, em 18/09/2022. Validade: permanente.
3) ANA LÚCIA OLIVEIRA DE ALMEIDA , processo 2024 - HJ56Q, a partir da data do diagnóstico, em 27/07/2019. Validade: permanente.
4) PEDRO AUGUSTO RIBEIRO JUNIOR , processo 2024 - Z87R3, a partir da data da concessão do benefício de pensão por morte, em 05/11/2022. Validade: permanente.
5) MÁRCIA ANDRADE LIMA CARDOSO , processo 2024 - X98FV, a partir da data do diagnóstico, em 30/06/2017. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) JOSÉ CARLOS DA SILVA , processo 2024 - 9CDWJ, a partir da data do requerimento, em 15/06/2024. Validade: permanente.
2) MARIA APARECIDA DOS SANTOS SOUZA , processo 2024 - FGH67, a partir da data do requerimento, em 18/11/2024. Validade: permanente.
3) ANA LÚCIA OLIVEIRA DE ALMEIDA , processo 2024 - HJ56Q, a partir da data do requerimento, em 27/09/2024. Validade: permanente.
4) PEDRO AUGUSTO RIBEIRO JUNIOR , processo 2024 - Z87R3, a partir da data do requerimento, em 05/12/2024. Validade: permanente.
5) MÁRCIA ANDRADE LIMA CARDOSO , processo 2024 - X98FV, a partir da data do requerimento, em 30/07/2024. Validade: permanente.","34","6545"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) CLARA MACHADO DA SILVA , processo 2024 - K5N7R , a partir da data do diagnóstico, em 29/11/2024. Validade: permanente. 2) EDUARDO RODRIGUES SOUSA , processo 2025 - G3T8Y , a partir de 16/04/2025, tendo em vista o vencimento do laudo médico em 15/04/2025. Validade: permanente. 3) ANA LÚCIA FERNANDES RIBEIRO , processo 2024 - P9LQW , a partir da data da reforma, em 18/07/2024. Validade: permanente.","35","6546"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) CARLOS EDUARDO PEREIRA SANTOS , processo 2024 - YZ5C9 , a partir da data do diagnóstico, em 10/03/2024. Validade: permanente. 2) ANA LÚCIA DE SOUSA COSTA , processo 2024 - F7L8V , a partir de 15/09/2024, tendo em vista o vencimento dos laudos expirados em 14/09/2024. Validade: permanente. 3) JOÃO BATISTA DA SILVA MACHADO , processo 2025 - C8VZ7 , a partir da data da reforma, em 22/02/2025. Validade: permanente. 4) LUIZA RIBEIRO DE SOUZA , processo 2025 - G6D3R , a partir de 19/08/2025, tendo em vista o vencimento dos laudos expirados em 18/08/2025. Validade: permanente. 5) MARIA JOANA DOS SANTOS CARVALHO , processo 2024 - K7H3R , a partir da data do diagnóstico, em 26/10/2024. Validade: permanente. DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, conforme disposto no § 3º, art. 40 da Lei Complementar nº 282/2004 e regulamentado pela Portaria nº 032-R, de 08/04/2011. 1) CARLOS EDUARDO PEREIRA SANTOS , processo 2024 - YZ5C9 , a partir da data do requerimento, em 27/06/2024. Validade: permanente. 2) ANA LÚCIA DE SOUSA COSTA , processo 2024 - F7L8V , a partir da data do requerimento, em 13/10/2024. Validade: permanente. 3) JOÃO BATISTA DA SILVA MACHADO , processo 2025 - C8VZ7 , a partir da data do requerimento, em 29/02/2025. Validade: permanente. 4) LUIZA RIBEIRO DE SOUZA , processo 2025 - G6D3R , a partir da data do requerimento, em 17/08/2025. Validade: permanente. 5) MARIA JOANA DOS SANTOS CARVALHO , processo 2024 - K7H3R , a partir da data do requerimento, em 29/10/2024. Validade: permanente.","36","6547"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) TEREZA MARIA DOS ANJOS , processo 2025 - L9XZC , a partir da data do diagnóstico, em 04/07/2024. Validade: permanente.
2) JOÃO PEDRO SILVA BARBOSA , processo 2025 - Y3NRF , a partir da data da reforma, em 18/06/2025. Validade: permanente.
3) LUIZA MACHADO VIANA , processo 2024 - BQ7RT , a partir da data do diagnóstico, em 29/10/2023. Validade: permanente.
4) RODRIGO OLIVEIRA DE ARAÚJO , processo 2025 - G7S6D , a partir da data da reforma, em 12/03/2025. Validade: permanente.
5) ANA CAROLINA ALMEIDA PEREIRA , processo 2024 - H8VFR , a partir da data do diagnóstico, em 22/12/2024. Validade: permanente.
6) PEDRO RIBEIRO SOUZA , processo 2025 - JKL7X , a partir da data da reforma, em 30/08/2025. Validade: permanente.","37","6548"
"IsencaoIRRF","A Diretoria de Benefícios e Auxílios Sociais do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) CLÁUDIA RODRIGUES DA SILVA , processo 2024-XT9GQ , a partir da data do diagnóstico, em 05/06/2024. Validade: permanente.
2) ANTONIO FERREIRA SANTOS , processo 2024-YV7KJ , a partir da data da reforma, em 18/03/2024. Validade: permanente.
3) MARIA ALENCAR RAMOS , processo 2024-5NQWE , a partir da data do diagnóstico, em 15/11/2023. Validade: permanente.
4) JOÃO CARLOS GOMES DE SOUZA , processo 2024-ZXCV7 , a partir da data da reforma, em 29/08/2024. Validade: permanente.
5) ELIZABETH DA COSTA SANTOS , processo 2024-123MN , a partir da data do diagnóstico, em 09/07/2024. Validade: permanente.
6) CARLOS EDUARDO RAMALHO DE OLIVEIRA , processo 2024-PQWRE , a partir da data da concessão da aposentadoria, em 13/05/2024. Validade: permanente.","38","6549"
